player_clean,wiki_total_views,importance_proxy
dale davis,,32176.9
dale ellis,500068.0,38180.0
dale hamilton,,13.7
dale schlueter,,10231.6
dale wilkinson,,113.6
dalen terry,,3253.6
dalibor bagarić,67443.0,1065.7
dallas comegys,,2383.2
dallas thornton,,921.3
dalton knecht,,2182.0
damian jones,,5180.0
damian lillard,12001790.0,33686.9
damien inglis,,175.8
damien wilkins,,11585.2
damion baugh,,384.0
damion james,,661.6
damion lee,,6513.2
damir markota,,199.5
damjan rudež,,1785.0
damon jones,,15189.7
damon stoudamire,1957997.0,34069.1
damone brown,,388.8
damyean dotson,,4457.2
dan anderson,8588.0,6803.6
dan dickau,,7425.799999999999
dan gadzuric,,8839.8
dan godfread,,33.1
dan hester,10864.0,1195.0
dan issel,,43193.9
dan king,,115.0
dan kraus,,12.7
dan langhi,,1428.2
dan majerle,,31269.2
dan mcclintock,,63.9
dan o'sullivan,,365.0
dan roundfield,,25108.9
dan sparks,,1257.7
dan swartz,,375.0
dan tieman,,204.5
dana barros,,20397.9
dana pagett,4314.0,38.9
dane suttle,,540.1
daniel ewing,,1810.4
daniel gafford,,11908.6
daniel gibson,,9731.2
daniel hamilton,,256.90000000000003
daniel ochefu,,93.9
daniel orton,,594.0
daniel oturu,,221.3
daniel santiago,,1541.2
daniel theis,,11945.4
danilo gallinari,,26126.9
daniss jenkins,,1560.2
danny ainge,,31349.8
danny doyle,,29.1
danny ferry,,19089.6
danny finn,,3540.0
danny fortson,,9291.8
danny granger,,20028.6
danny green,,21949.7
danny manning,,27751.6
danny schayes,,25927.6
danny vranes,,11150.2
danny wagner,11333.0,11.6
danny wolf,,1244.6
danny young,,11224.0
dante cunningham,388844.0,18969.9
danté exum,,0.0
danuel house jr.,,7345.7
daquan jeffries,,2458.0
darel carrier,,12718.5
darington hobson,,43.7
dario šarić,,14614.6
dariq whitehead,,480.5
darius bazley,,6597.2
darius brown ii,,4.0
darius days,,29.1
darius garland,,15891.2
darius johnson-odom,,27.6
darius miles,,14351.4
darius miller,,5635.1
darius morris,,1934.4
darius songaila,,9739.8
darius washington,,163.9
darko miličić,,10653.4
darnell hillman,,20372.4
darnell jackson,,1327.8
darnell mee,,332.8
darnell valentine,,16322.8
daron holmes,,235.5
darrall imhoff,,19233.8
darrel brown,,3.0
darrell allums,,297.4
darrell armstrong,,21881.1
darrell arthur,328702.0,9460.2
darrell elston,,1985.1
darrell griffith,,22193.5
darrell hardy,,189.5
darrell lockhart,,16.0
darrell walker,,19909.6
darren collison,1517636.0,21607.1
darren daye,,6340.799999999999
darren morningstar,,780.3
darren tillis,,1958.5
darrick martin,107434.0,10895.7
darrin hancock,,1685.7
darrun hilliard,382523.0,949.8
darryl dawkins,,18053.8
darryl johnson,,39.0
darryl watkins,59029.0,182.7
darvin ham,,5952.7
darwin cook,,16009.9
daryl macon,,115.9
dave batton,,647.7
dave bing,998617.0,33744.3
dave britton,,11.0
dave budd,,6753.7
dave corzine,151016.0,21707.5
dave cowens,,30438.9
dave debusschere,,35164.7
dave deutsch,,111.5
dave fedor,,33.9
dave feitl,,3274.5
dave gambee,,17156.3
dave greenwood,,25718.8
dave gunther,19071.0,6.0
dave henderson,,372.2
dave hoppen,,3438.4
dave jamerson,,702.7
dave johnson,,532.9
dave lattin,,4426.4
dave lee,42662.0,828.9
dave magley,,69.8
dave meyers,,7768.0
dave minor,,4959.299999999999
dave newmark,,2405.9
dave piontek,,9954.2
dave popson,,359.3
dave robisch,,30604.6
dave schellhase,41441.0,585.4000000000001
dave scholz,,2.0
dave sorenson,,4889.1
dave stallworth,,13157.3
dave twardzik,,13817.6
dave wohl,,12729.2
dave zeller,,338.9
david andersen,,1781.6
david benoit,277753.0,11024.1
david burns,,191.4
david bustion,,402.7
david cooke,,44.0
david duke jr.,,708.8
david harrison,,2876.4
david johnson,,4.0
david jones garcía,,79.4
david lee,,26178.8
david noel,,860.2
david nwaba,,4828.400000000001
david pope,,235.6
david rivers,,1399.0
david robinson,,35518.9
david roddy,,4776.3
david stockton,,48.1
david thirdkill,,1849.1
david thompson,45517.0,20082.4
david vanterpool,,432.8
david vaughn,,4489.9
david wear,,9.0
david wesley,,34158.3
david west,,30291.6
david wingate,,13993.6
david wood,33618.0,6807.0
davion mitchell,,11134.6
davon reed,,1806.9
day'ron sharpe,,4198.0
de'aaron fox,3842715.0,22858.1
de'andre hunter,1580181.0,14409.8
de'anthony melton,,9697.0
dean garrett,,7559.700000000001
dean meminger,,8989.3
dean oliver,1646.0,266.5
dean tolson,,763.9000000000001
dean wade,,7191.8
deandre ayton,,14752.9
deandre jordan,,32108.1
deandre liggins,,3707.3
deandre' bembry,,7054.6
deb smith,,48.7
dedric willoughby,,533.5
dee brown,,20350.0
dee gibson,5919.0,46.7
deividas sirvydis,237762.0,182.8
dejon jarreau,,402.5
dejounte murray,,15690.7
dejuan blair,,7498.5
dejuan wheat,,820.5
del beshore,,937.4
delaney rudd,,2595.5
dell curry,8919013.0,24690.6
dell demps,,128.2
delon wright,,16826.8
delonte west,,13902.8
demar derozan,,45042.7
demarco johnson,,41.8
demarcus cousins,,24304.9
demarcus nelson,,183.5
demarre carroll,,15038.1
demetris nichols,,151.4
demetrius calip,,64.7
demetrius jackson,,257.1
deng adel,,212.5
deng gai,,7.0
deni avdija,,12330.6
dennis awtrey,,17500.4
dennis bell,,608.1
dennis boyd,,44.7
dennis duval,,316.9
dennis grey,,1453.5
dennis hamilton,,2009.0
dennis holman,,600.3
dennis hopson,,9238.6
dennis horner,22159.0,30.0
dennis johnson,,37161.3
dennis nutt,,116.4
dennis rodman,,29861.0
dennis schröder,,34095.200000000004
dennis scott,,21804.3
dennis smith jr.,,9934.0
dennis stewart,,83.8
dennis van zant,,3.0
dennis wuycik,,1842.9
denzel valentine,,5323.900000000001
deonte burton,,674.1
dequan jones,,865.6
dereck lively ii,,2350.6
derek anderson,,19738.9
derek fisher,,36257.0
derek grimm,,43.0
derek harper,,41398.7
derek hood,,5.9
derek smith,,11615.1
derek strong,,9022.1
dereon seabron,59167.0,78.1
derik queen,,2107.3
dermarr johnson,293550.0,6281.0
dermie o'connell,,137.4
deron williams,4533233.0,34079.7
derrek dickey,,6218.3
derrick alston,83035.0,2798.0
derrick brown,,3356.1
derrick byars,,39.1
derrick caracter,,256.0
derrick chievous,,3043.2
derrick coleman,,26770.5
derrick dial,,1100.7
derrick favors,1256680.0,21681.4
derrick gervin,,1161.4
derrick jones jr.,,12276.4
derrick mckey,,28248.0
derrick phelps,,8.0
derrick rose,,24617.6
derrick rowland,26318.0,11.0
derrick walton,354355.0,823.5
derrick white,,19623.0
derrick williams,,12062.4
derrick zimmerman,,33.9
desagana diop,,11506.9
deshawn stevenson,,22699.6
desmon farmer,,96.8
desmond bane,1724953.0,12470.5
desmond ferguson,,39.0
desmond mason,,23153.6
desmond penigar,,99.0
detlef schrempf,,36799.0
devaughn akoon-purcell,,29.0
devean george,,12331.7
devin booker,,26110.1
devin brown,,10713.6
devin cannady,257617.0,232.2
devin carter,,1170.4
devin durrant,,869.1999999999999
devin ebanks,,774.1
devin gray,,254.5
devin green,,161.7
devin harris,,30855.8
devin robinson,,116.4
devin vassell,,10837.0
devon dotson,,216.3
devon hall,,91.7
devontae cacok,347098.0,265.0
devonte' graham,1048964.0,10125.1
devyn marble,,500.4
dewan hernandez,,33.9
dewayne dedmon,,11140.2
dewayne scales,,569.8
dewitt menyard,0.0,1828.1
dexter boney,,56.0
dexter cambridge,,937.9
dexter dennis,,34.0
dexter pittman,,439.8
dexter shouse,,20.9
dexter westbrook,,278.6
deyonta davis,,1409.5
diamond stone,773698.0,30.8
diante garrett,,1285.2
dick atha,,491.7
dick barnett,,29976.8
dick bunt,,593.4
dick clark,4946989.0,1194.8
dick cunningham,38495.0,4154.2
dick dickey,,485.3
dick duckett,,458.2
dick farley,,4041.3
dick fitzgerald,,60.1
dick garmaker,,14606.7
dick garrett,36166.0,9439.1
dick gibbs,,5446.0
dick groat,,691.0
dick grubar,,10.0
dick hemric,,2527.2
dick holub,,52.2
dick knostman,,52.2
dick lee,,4.0
dick mcguire,,17959.0
dick mehen,,2563.0
dick miller,,121.6
dick murphy,,61.0
dick nemelka,,543.5
dick o'keefe,,173.7
dick ricketts,,7902.0
dick rosenthal,,1680.9
dick schnittker,,7130.0
dick schulz,,317.6
dick shrider,,4.0
dick snyder,,29228.8
dick surhoff,,603.2
dick triptow,,60.4
dick van arsdale,,32769.6
dick wehr,,8.9
dickey simpkins,,6003.0
didi louzada,,334.40000000000003
dijon thompson,,109.3
dike eddleman,,5719.2
dikembe mutombo,,40814.5
dillard crocker,,2537.0
dillon brooks,,16764.6
dillon jones,,651.6
dino martin,,93.8
dino radja,,7549.2
dion glover,,8145.2
dion waiters,,14768.0
dionte christmas,,229.3
dirk minniefield,,6845.5
dirk nowitzki,12910680.0,53181.4
dmytro skapintsev,,4.0
doc rivers,,25584.7
dolph schayes,,30938.3
domantas sabonis,,23434.9
dominic mcguire,,6464.7
dominic pressley,,273.5
dominick barlow,280858.0,3065.8
dominique jones,228603.0,821.0999999999999
dominique wilkins,,42075.7
don ackerman,,247.4
don adams,,18102.3
don anielak,,10.9
don asmonga,,52.7
don barksdale,,7731.1
don bielke,,45.2
don boven,,4999.7
don buse,,27226.1
don carlos,,1585.7
don carlson,,191.4
don chaney,,20597.7
don collins,,8380.2
don dee,,1046.7
don eliason,,1.0
don ford,,10861.7
don grate,,2.0
don hanrahan,,139.2
don henriksen,,5804.3
don kojis,56722.0,20091.9
don lofgran,,3694.9
don maclean,,7006.4
don martin,19869.0,182.1
don may,,7987.3
don nelson,,22816.7
don ohl,,25162.5
don otten,,4416.1
don putman,,218.0
don ray,11365.0,62.3
don rehfeldt,,1717.3
don reid,,6327.5
don savage,,189.9
don sidle,,12196.9
don smith,,599.6999999999999
don sunderlage,,2751.7
don washington,,552.0
donald hodge,,3879.9
donald royal,,10240.7
donald sloan,,4958.0
donald whiteside,11967.0,305.0
donatas motiejūnas,,4823.7
donell taylor,,931.9
donnell harvey,,5260.6
donnie boyce,,224.5
donnie butcher,,7418.7
donnie forman,,44.8
donnie freeman,,24221.2
donny marshall,,1038.4
donovan clingan,,3577.8
donovan mitchell,,21283.5
donovan williams,,6.0
donta hall,,477.6
donta smith,,621.3
dontae' jones,,105.5
donte divincenzo,,14690.7
donte grantham,,5.0
dontell jefferson,,90.2
dontonio wingfield,,1261.6
donté greene,,4512.6
donyell marshall,,31670.6
dorell wright,,12864.3
dorian finney-smith,1094634.0,21762.9
dorie murrey,14374.0,5638.1
doron lamb,,1993.7
doug bolstorff,,24.0
doug christie,,29653.3
doug collins,73837.0,14406.5
doug edwards,,922.6
doug holcomb,,3.1
doug kistler,,18.0
doug lee,,488.7000000000001
doug mcdermott,,19154.4
doug moe,428207.0,12484.5
doug overton,,9629.1
doug roth,,454.1
doug sims,,16.0
doug smith,,6129.6
doug west,,17338.6
doyle parrack,,59.1
dragan bender,,4242.9
dragan tarlać,,640.0
drake powell,,1381.6
draymond green,,28194.4
dražen petrović,,9064.6
drew barry,485674.0,833.4
drew eubanks,,9008.9
drew gooden,932692.0,28250.4
drew gordon,,79.8
drew peterson,4668207.0,307.40000000000003
drew timme,1762646.0,525.0999999999999
dru smith,,1985.4
duane causwell,,9965.1
duane cooper,,867.7
duane ferrell,,9333.1
duane klueh,,174.7
duane washington,,203.5
duane washington jr.,,1439.5
duck williams,,1869.8
dudley bradley,,12320.2
duje dukan,,25.0
duncan robinson,,13656.2
duop reath,,2091.6000000000004
dusty hannahs,,42.8
dwaine dillard,,22.0
dwayne bacon,,4216.7
dwayne jones,,719.1
dwayne mcclain,,505.5
dwayne morton,,436.1
dwayne polee,,7.0
dwayne schintzius,,2166.5
dwayne whitfield,,129.8
dwight anderson,14861.0,38.0
dwight buycks,200141.0,745.2
dwight davis,,8361.7
dwight howard,,40880.1
dwight jones,,20016.8
dwight powell,,14562.2
dwight waller,,146.0
dwyane wade,,38615.0
dylan cardwell,,953.3
dylan harper,,1632.5
dylan windler,336439.0,1318.0
dyron nix,,128.9
dyson daniels,1173363.0,7784.1
dāvis bertāns,,10626.1
džanan musa,,574.6999999999999
e'twaun moore,,13177.1
e.c. coleman,,9679.8
e.j. liddell,,471.5
earl barron,,2617.5
earl boykins,,16282.2
earl clark,,5221.4
earl cureton,,15159.9
earl dodd,,8.7
earl evans,,416.9
earl gardner,,50.7
earl jones,,63.9
earl lloyd,,15056.3
earl monroe,,32051.7
earl shannon,,173.6
earl tatum,53491.0,9423.3
earl watson,,22045.4
earl williams,3737.0,2031.0
earle higgins,,520.8
earnie killum,,15.9
easy parham,,133.39999999999998
ed bartels,,45.3
ed beach,8547.0,23.4
ed biedenbach,,24.9
ed burton,,85.0
ed conlin,,13921.1
ed dahler,,126.1
ed davis,,16245.6
ed earle,,14.0
ed fleming,,6488.0
ed gayda,6027.0,15.6
ed gray,,868.7
ed horton,,419.1
ed johnson,,5859.5
ed kalafat,14452.0,4572.4
ed kasid,,8.0
ed leede,,126.8
ed macauley,,18812.5
ed manning,,11696.9
ed melvin,,57.7
ed mikan,,4225.5
ed nealy,,8000.099999999999
ed o'bannon,736796.0,3063.4
ed peterson,,176.1
ed pinckney,,20431.0
ed rains,,1012.2
ed ratleff,,8790.0
ed sadowski,15657.0,403.2
ed searcy,,16.0
ed sherod,,1691.6
ed smith,,138.7
ed stanczak,,82.5
ed stokes,,21.0
eddie basden,,160.2
eddie gill,,2390.1
eddie griffin,,7045.5
eddie house,,15395.5
eddie hughes,,1256.4
eddie johnson,12606.0,59271.7
eddie jones,,37476.9
eddie jordan,2522233.0,11754.8
eddie lee wilkins,,4107.4
eddie mast,,993.3
eddie miles,,17653.5
eddie miller,,5910.3
eddie owens,,71.0
eddie phillips,1795.0,463.8
eddie robinson,8520.0,5635.5
eddy curry,,13656.5
edgar jones,,9892.5
edgar lacey,9218.0,655.5
edmond sumner,,2419.6
edmund lawrence,,22.1
eduardo nájera,,13845.4
edwin ubiles,,56.0
edy tavares,734652.0,144.4
efthimios rentzias,,179.1
egor dёmin,,1361.0
ekpe udoh,,7442.6
elden campbell,,29761.9
eldridge recasner,,5465.9
elfrid payton,,16844.6
elgin baylor,,34813.1
elias harris,,13.0
elie okobo,,1784.6
elijah bryant,,33.0
elijah harkless,,718.6
elijah hughes,,1020.1
elijah millsap,,1188.9
elliot perry,,11427.5
elliot williams,,1710.7
elmer behnke,,58.9
elmer bennett,35251.0,263.2
elmer gainer,,19.7
elmore morgenthaler,,31.7
elmore smith,,20022.6
elmore spencer,,2871.2
elnardo webster,12837.0,523.0
elston turner,,9519.5
elton brand,,36114.9
elton mcgriff,,1453.3
elvin hayes,1469290.0,51445.2
elvin ivory,,208.1
em bryant,,12025.7
emanual davis,33716.0,4162.0
emanuel miller,,69.2
emanuel terry,,73.0
emeka okafor,,19723.2
emmanuel mudiay,,8795.1
emoni bates,1618430.0,232.6
enes freedom,,20840.0
ennis whatley,,7625.6
enrique freeman,,244.1
eric anderson,,110.2
eric bledsoe,,24246.1
eric dawson,,43.1
eric fernsten,,2170.8
eric gordon,,31975.6
eric johnson,,319.3
eric leckner,41524.0,7236.8
eric maynor,,6901.4
eric mcwilliams,,288.6
eric mika,,20.1
eric mobley,,2397.8
eric money,,14931.8
eric montross,,12294.6
eric moreland,,1031.8
eric murdock,,14177.4
eric paschall,,3247.9
eric piatkowski,205312.0,15440.8
eric riley,76452.0,2031.7
eric snow,,25011.1
eric washington,,2403.1000000000004
eric white,4220.0,1318.3
eric williams,,19892.1
erick barkley,,292.9
erick dampier,,25046.8
erick green,,555.0
erick strickland,,11586.3
erik daniels,,92.8
erik mccree,,11.9
erik murphy,,85.8
ernest brown,,23.7
ernie barrett,,2223.7
ernie beck,,7526.1
ernie calverley,,170.7
ernie digregorio,,8826.9
ernie grunfeld,,13638.8
ernie vandeweghe,,3842.1
errol palmer,,1258.2
ersan i̇lyasova,,25831.8
erv staggs,,1110.8
ervin inniger,,2591.6000000000004
ervin johnson,355727.0,17874.4
erwin mueller,,15952.6
essie hollis,,179.0
esteban batista,,645.6
etan thomas,,7507.6
etdrick bohannon,,309.0
ethan thompson,,684.8
eugene jeter,,920.4
eugene omoruyi,169217.0,1829.1
evan eschmeyer,,2294.4
evan fournier,,22169.4
evan mobley,,11199.8
evan turner,,22202.2
everette stephens,,252.5
evers burns,13576.0,166.0
evric gray,18725.0,46.8
fab melo,,41.9
fabricio oberto,,5221.1
facundo campazzo,,2805.0
fat lever,,24659.3
fatty taylor,,18365.5
felipe lópez,,6033.8
felton spencer,,14582.9
fennis dembo,,104.7
fernando martín,,169.3
feron hunt,,10.0
festus ezeli,,2569.9
filip petrušev,,26.0
floyd theard,,431.0
floyd volker,,104.0
fly williams,,1309.1
flynn robinson,,18430.7
foots walker,,15735.2
forest able,,2.0
forrest mckenzie,,47.6
fran curran,,132.1
fran o'hanlon,,115.0
francisco elson,149691.0,8642.5
francisco garcía,26350.0,13514.8
frank brickowski,,19742.4
frank card,,10823.7
frank fucarino,,28.4
frank gates,,65.3
frank jackson,,4087.7
frank johnson,12952.0,13512.7
frank kaminsky,,8864.6
frank kendrick,41814.0,145.3
frank kornet,,683.3
frank kudelka,11930.0,3047.2000000000003
frank mangiapane,,5.9
frank mason iii,,1720.0
frank ntilikina,,5772.0
frank oleynick,,1267.1
frank radovich,,212.0
frank ramsey,,16002.1
frank reddout,,25.3
frank russell,,154.1
frank schade,,85.0
frank selvy,234074.0,20077.4
frank williams,,1037.7
frankie baumholtz,,48.8
frankie brian,,8084.0
frankie king,31594.0,91.9
frankie sanders,,1259.7
franklin edwards,,4736.0
franz wagner,,10774.0
fred brown,,25470.7
fred carter,,22424.4
fred christ,6315.0,54.1
fred cofield,,545.1999999999999
fred diute,,78.7
fred foster,,10618.0
fred hetzel,,11681.4
fred hilton,,2196.5
fred hoiberg,,10554.5
fred jacobs,,18.7
fred jones,,12131.3
fred lacour,,2547.3
fred paine,,2.7
fred roberts,,16803.5
fred saunders,,3811.0
fred schaus,,8588.1
fred scolari,31751.0,9397.7
fred sheffield,,21.5
fred taylor,,1238.6
fred vanvleet,4537248.0,17807.9
fred vinson,,79.6
freddie boyd,2455.0,8703.0
freddie crawford,,7305.4
freddie gillespie,,540.8
freddie lewis,,28790.2
freeman williams,,7998.4
frido frey,,24.2
fritz nagy,,52.1
furkan aldemir,,582.2
furkan korkmaz,,5782.6
gabe pruitt,120336.0,523.4
gabe vincent,,7976.1
gabe york,,82.1
gabriel deck,,285.7
gabriel lundberg,,48.0
gail goodrich,,34640.6
gal mekel,,368.9
gale bishop,,58.8
gani lawal,,3.0
gar heard,104093.0,24865.1
garfield smith,,1604.7
garland o'shields,,8.9
garret siler,,122.0
garrett temple,889945.0,19074.4
garrison mathews,,6760.900000000001
garry witts,,540.2
garth joseph,,39.6
gary alcorn,,920.7
gary alexander,,131.8
gary bergen,,46.0
gary bradds,,5828.0
gary brokaw,,6539.0
gary clark,172344.0,3715.6
gary forbes,,1616.7
gary freeman,,870.4
gary garland,,1184.3
gary grant,,13169.6
gary gray,,319.5
gary gregor,22763.0,8669.9
gary harris,,19141.4
gary hill,,1312.1999999999998
gary keller,15686.0,1839.5
gary leonard,,179.9
gary melchionni,,2921.4
gary neal,,10283.9
gary payton,7283329.0,51961.1
gary payton ii,,6168.0
gary phillips,,7282.299999999999
gary plummer,,1563.6
gary suiter,,169.7
gary trent,,11815.2
gary trent jr.,1465924.0,15437.0
gary turner,30753.0,23.1
gary voce,,5.0
gary zeller,,867.0999999999999
gaylon nickerson,20425.0,92.2
geert hammink,,58.0
gene banks,,13581.9
gene berce,,2.9
gene conley,,6147.2
gene dyker,,101.7
gene englund,,100.4
gene gallette,,14.2
gene guarilia,,1212.3
gene james,,137.4
gene littles,62329.0,11785.1
gene moore,,13760.5
gene ollrich,,13.4
gene phillips,,215.1
gene rhodes,,1227.9
gene rock,21697.0,11.0
gene short,,511.4
gene shue,,25085.4
gene stump,,198.0
gene tormohlen,,3496.3
gene vance,,303.4
gene wiley,,6882.2
gene williams,,9.0
geno carlisle,,22.1
geoff crompton,,576.6
geoff huston,,15276.4
geoff petrie,,17260.4
george adams,14817.0,4125.6
george blaney,,398.9
george bon salle,,11.9
george brown,,7.0
george bruns,,249.3
george bucci,,270.0
george carter,,19438.7
george dempsey,1408.0,6798.9
george feigenbaum,,95.4
george gervin,,39409.0
george glamack,32086.0,11.2
george hill,,30339.7
george irvine,30971.0,6794.099999999999
george johnson,,33500.2
george kaftan,,1556.0
george karl,,4722.2
george king,,13880.2
george lee,,5461.5
george lehmann,,14163.7
george lynch,,18496.5
george mccloud,,19786.1
george mcginnis,,31402.4
george mcleod,,94.8
george mearns,,82.2
george mikan,,8897.699999999999
george munroe,,82.9
george nostrand,21818.0,407.1
george pastushok,,39.0
george patterson,,618.1
george pearcy,3334.0,38.4
george peeples,7937.0,7255.099999999999
george ratkovicz,,8546.1
george reynolds,18817.0,54.1
george senesky,,5535.900000000001
george stone,,7631.0
george sutor,,1277.4
george thompson,14332.0,14501.6
george tinsley,,3531.0
george trapp,31711.0,7249.7
george wilson,53209.0,8733.2
george yardley,,18204.3
george zídek,,1965.5
georges niang,,11833.5
georgi glouchkov,,819.7
georgios kalaitzakis,,453.2
georgios papagiannis,894701.0,655.1
gerald brown,,268.4
gerald fitch,,257.0
gerald glass,53667.0,4545.2
gerald govan,,23634.0
gerald green,,14096.2
gerald henderson,,38513.8
gerald madkins,27922.0,468.4
gerald paddio,,1907.6
gerald wallace,,30559.0
gerald wilkins,,27023.1
gerard king,,1958.1
gerry calabrese,,1042.9
gerry ward,,2219.1
gg jackson ii,,3004.4
gheorghe mureșan,,7057.8
gian clavell,,71.1
giannis antetokounmpo,,30359.2
giff roux,,199.2
gigi datome,2779.0,732.9
gil mcgregor,,573.6
gilbert arenas,,21842.9
gino sovran,18772.0,6.1
glen combs,,21137.8
glen davis,,13127.7
glen gondrezick,,8000.0
glen rice,,36098.5
glen rice jr.,,167.7
glen selbo,,12.8
glenn hagan,,29.1
glenn hansen,,1577.5
glenn mcdonald,,1639.8000000000002
glenn mosley,,274.1
glenn robinson,,26087.1
glenn robinson iii,,7758.0
glynn saulters,,141.8
god shammgod,1655916.0,165.7
goga bitadze,,6480.3
goo kennedy,,7137.1
goose ligon,,17455.4
goran dragić,,32101.5
gordan giriček,209866.0,14443.9
gordon hayward,,27872.9
gorgui dieng,,15046.5
gorham getchell,,15.9
gradey dick,,4113.1
grady lewis,,190.7
grady o'malley,,136.7
grant gondrezick,,1171.5
grant hill,,35945.3
grant jerrett,,117.6
grant long,,32316.7
grant nelson,,39.1
grant riller,,34.1
grant simmons,,2616.1
grant williams,,12063.8
granville waiters,86485.0,2796.9
grayson allen,,12181.0
greg anderson,,15725.7
greg anthony,,18231.4
greg ballard,131861.0,22947.0
greg brown iii,136449.0,842.7
greg buckner,,11488.6
greg bunch,,109.1
greg butler,19368.0,264.2
greg deane,,54.8
greg dreiling,,4715.8
greg fillmore,,387.3
greg foster,,10191.3
greg graham,,3403.9
greg grant,,5143.2
greg griffin,,457.4
greg howard,3157.0,944.6
greg hyder,,1437.1
greg jackson,,1700.6999999999998
greg kelser,,7147.5
greg kite,,12973.4
greg lee,2774.0,108.1
greg minor,,5429.8
greg monroe,,20211.1
greg oden,,2141.2
greg ostertag,535242.0,15547.9
greg smith,,18834.0
greg stiemsma,,3257.4
greg stokes,,426.1
greg sutton,,2816.9
greg whittington,,15.9
greg wittman,,662.6
greivis vásquez,796701.0,11797.8
guerschon yabusele,,4681.1
gui santos,473970.0,2501.8
guillermo díaz,,24.0
gundars vētra,,102.1
gus bailey,12763.0,1494.4
gus gerard,,13086.6
gus johnson,38803.0,21560.7
gus williams,,26569.9
gustavo ayón,,3182.7
guy manning,,1347.9
guy morgan,1866.0,53.9
guy rodgers,207437.0,31212.9
guy rucker,,7.0
guy sparrow,,3641.2
guy williams,,170.1
ha seung-jin,,361.2
hakeem olajuwon,,45696.9
hakim warrick,,13324.7
hal crisler,,4.1
hal greer,,41012.7
hal hale,,1779.0
hal jeter,,24.0
hal lear,,17.0
hal tidrick,,127.0
hal uplinger,,291.1
hamady n'diaye,,189.9
hamed haddadi,,1559.9
hamidou diallo,,6468.7
hank beenders,,158.8
hank biasatti,65356.0,6.1
hank dezonie,,4.9
hank finkel,,7430.3
hank lefkowitz,4210.0,23.2
hank mcdowell,,2625.6
hank rosenstein,,129.2
hank whitney,8321.0,4121.9
hank williams,,493.3
hanno möttölä,,2513.6
happy hairston,,30282.4
harold brown,,56.9
harold ellis,,2073.9
harold fox,,94.0
harold jamison,,287.4
harold johnson,,27.4
harold keeling,,95.1
harold kottman,8331.0,54.6
harold miner,,3951.3
harold pressley,,7114.9
harrison barnes,,36782.3
harrison ingram,,73.2
harry barnes,,147.6
harry boykoff,23999.0,165.7
harry davis,6867.0,468.0
harry dinnel,,98.0
harry donovan,,46.0
harry gallatin,150841.0,16573.3
harry giles,,2225.8
harry laurie,,66.0
harry miller,,52.9
harry rogers,,316.8
harry zeller,,51.7
harthorne wingo,,3032.9
harvey catchings,,14938.5
harvey grant,,21334.9
harvey marlatt,,806.8
hasheem thabeet,,3164.6
hassan adams,,620.8000000000001
hassan whiteside,,13222.6
hassani gravett,,179.3
hawkeye whitney,,1119.5
hayden gray,,26.0
haywood highsmith,,4680.1
haywoode workman,,7960.4
hedo türkoğlu,,30405.0
henri drell,,34.0
henry akin,17741.0,823.7
henry bacon,,471.9
henry bibby,,17652.9
henry dickerson,,197.5
henry ellenson,,1148.4
henry james,,3015.4
henry logan,,2523.6
henry pearcy,,29.5
henry sims,,3604.1
henry turner,,530.3
henry walker,,4007.3
henry ward,4815.0,947.1
herb krautblatt,,9.9
herb scherer,,198.6
herb white,13336.0,353.1
herb williams,,32792.3
herbert jones,,9157.7
herm fuetsch,,42.9
herm gilliam,,15627.8
herm hedderick,,27.9
herm schaefer,,135.2
herschel baltimore,,58.3
herschell turner,,1080.8
hersey hawkins,,33140.5
hilton armstrong,180605.0,4580.9
hiram fuller,15426.0,46.8
hollis copeland,,1354.3
hollis thompson,,7486.8
hook dillon,,21.6
hoot gibson,,64.0
horace grant,,39936.8
horace jenkins,,118.9
horace walker,,1396.3
horacio llamas,,170.60000000000002
hot rod hundley,,9988.4
hot rod williams,,27304.6
howard bayne,,1250.8
howard carter,,819.5
howard eisley,,19371.6
howard komives,,23608.2
howard nathan,,19.9
howard porter,,11624.8
howard wood,,384.2
howard wright,,372.0
howie carl,18730.0,412.5
howie dallmar,,161.10000000000002
howie janotta,,9.2
howie jolliff,,1877.7
howie mccarty,,17.9
howie montgomery,,384.1
howie rader,,12.4
howie schultz,47157.0,2023.6
howie shannon,,128.3
howie wright,,669.0
hub reed,,10252.2
hubert davis,,17715.0
hubie white,,1576.2
hugo gonzález,,1160.3
hunter dickinson,783183.0,46.8
hunter sallis,,32.8
hunter tyson,,699.8000000000001
hutch jones,,115.9
ian clark,23376.0,5062.1
ian lockhart,,3.0
ian mahinmi,555379.0,10997.1
ibo kutluay,,16.8
ibou badji,,248.0
ignas brazdeikis,,1163.7
igor rakočević,,285.9
ike anigbogu,,50.0
ike borsavage,,24.1
ike diogu,,4090.9
iman shumpert,,15098.0
ime udoka,,6037.7
immanuel quickley,,13013.3
ira bowman,,85.30000000000001
ira harge,,21951.7
ira newble,,8780.9
ira terrell,,3396.3
irv bemoras,,2611.4
irv kiffin,,236.9
irv rothenberg,,186.0
irv torgoff,,195.6
irving thomas,,133.7
isaac austin,,11138.0
isaac bonga,1068532.0,2015.0
isaac fontaine,,80.7
isaac humphries,,60.8
isaac jones,,430.6
isaac okoro,,10855.3
isaac walthour,,33.9
isaiah briscoe,,597.9
