player_clean,wiki_total_views,importance_proxy
isaiah canaan,,7126.1
isaiah collier,,3485.1
isaiah crawford,,167.1
isaiah hartenstein,,9586.8
isaiah hicks,,292.8
isaiah jackson,,4541.4
isaiah joe,,7358.5
isaiah livers,,2529.4
isaiah mobley,,196.1
isaiah morris,,126.9
isaiah rider,,18441.5
isaiah roby,,3012.9
isaiah stevens,,55.1
isaiah stewart,,9244.7
isaiah taylor,,1289.8000000000002
isaiah thomas,,19249.3
isaiah todd,,152.3
isaiah whitehead,,1909.7
isaiah wilson,,785.9
isaiah wong,,290.0
ish smith,,22021.4
ish wainright,,1527.6
isiah thomas,,36617.5
ivan johnson,,2098.6000000000004
ivan mcfarlin,,52.1
ivan rabb,469800.0,1325.4
ivano newbill,,1564.2
ivica zubac,,18179.2
izaiah brockington,,4.0
j.j. anderson,,3399.2
j.j. barea,,17147.2
j.j. hickson,,14253.0
j.j. o'brien,,8.0
j.p. macura,,21.0
j.r. bremer,,2526.9
j.r. giddens,,555.8
j.r. henderson,,360.6
j.r. reid,,20486.7
j.r. smith,,29468.0
ja morant,,10733.2
ja'kobe walter,,2706.2
jabari bird,,128.2
jabari brown,227405.0,587.1
jabari parker,4623905.0,11786.3
jabari smith,,1376.2
jabari smith jr.,,9604.7
jabari walker,,4087.7
jack burmaster,,60.6
jack coleman,,19979.0
jack cooley,,197.4
jack cotton,,52.5
jack dwan,,61.2
jack eskridge,,47.2
jack foley,,188.2
jack garfinkel,,92.9
jack george,,18337.2
jack gillespie,,28.9
jack givens,,2761.9
jack haley,,4778.0
jack hewson,,24.1
jack kerris,,5428.0
jack kiley,,555.1
jack maddox,,1.0
jack marin,,29350.1
jack mccloskey,,17.0
jack mcmahon,59542.0,16541.1
jack mcveigh,,51.9
jack molinas,,993.6
jack nichols,,12986.5
jack parkinson,,3.8
jack parr,,1102.7
jack phelan,,109.0
jack rocker,,9.2
jack sikma,1067057.0,38199.4
jack smiley,,177.8
jack stephens,,2295.8
jack thompson,,6.0
jack tingle,,39.3
jack toomay,,208.9
jack turner,,1596.6
jack twyman,,27045.1
jack white,,150.89999999999998
jackie butler,,918.1
jackie dinkins,,107.1
jackie moore,,1701.0
jackie moreland,,14218.2
jackie ridgle,,139.2
jackie robinson,,207.4
jackson rowe,,58.2
jackson vroman,,1947.5
jacky dorsey,,608.1
jacob evans,,1125.6
jacob gilyard,,1525.1
jacob pullen,,9.0
jacob toppin,,255.2
jacob wiley,169722.0,38.1
jacque vaughn,920875.0,13444.8
jaden hardy,,4690.0
jaden ivey,,7018.3
jaden mcdaniels,,13228.7
jaden springer,,2043.1
jae crowder,,26877.7
jae'sean tate,,7153.7
jahidi white,,7183.4
jahlil okafor,,5466.7
jahmai mashack,,702.7
jahmi'us ramsey,,387.6
jahmir young,89254.0,108.0
jahmyl telfort,,39.8
jaime echenique,,4.0
jaime jaquez jr.,,5830.1
jajuan johnson,,334.1
jakarr sampson,,5019.0
jake bornheimer,,76.2
jake carter,,49.4
jake fendley,,1136.1
jake ford,,280.7
jake jones,,438.0
jake laravia,747300.0,6275.7
jake layman,556796.0,3345.6
jake pelkington,,124.2
jake tsakalidis,,5754.6
jake voskuhl,,6901.8
jake weber,,102.8
jakob poeltl,,17156.2
jalen bridges,75868.0,37.8
jalen brunson,,17464.1
jalen crutcher,,4.0
jalen duren,1341316.0,7770.1
jalen green,,11218.4
jalen harris,,185.4
jalen hood-schifino,,788.1
jalen johnson,,7146.0
jalen jones,,624.0
jalen lecque,,52.8
jalen mcdaniels,922223.0,6801.4
jalen pickett,,1723.3
jalen rose,,36772.8
jalen slawson,,373.6
jalen smith,852117.0,6784.3
jalen suggs,,7433.299999999999
jalen williams,,7951.799999999999
jalen wilson,264507.0,3731.2
jamaal franklin,,197.8
jamaal magloire,,15641.5
jamaal tinsley,,15014.3
jamaal wilkes,,28188.7
jamal cain,,1611.0
jamal crawford,,42948.1
jamal mashburn,,25667.4
jamal murray,,20122.9
jamal robinson,26782.0,77.7
jamal sampson,,704.2
jamal shead,,3478.6
jamaree bouyea,,1117.4
jamario moon,503606.0,10013.4
jameel warney,178630.0,30.1
jameer nelson,,28011.8
jamel artis,,293.8
jamel thomas,,166.5
james anderson,,5010.7
james augustine,206913.0,183.3
james bailey,,15623.2
james blackwell,,186.4
james bouknight,,977.8
james collins,38853.0,126.0
james cotton,,110.9
james donaldson,8371.0,31159.7
james edwards,,34552.0
james ennis iii,,13155.6
james harden,,50618.6
james hardy,14461.0,5635.3
james johnson,42825.0,18992.3
james jones,,11837.5
james lang,,66.0
james michael mcadoo,,987.4
james nunnally,,646.4
james posey,,26797.7
james ray,21025.0,945.1
james robinson,,7858.7
james scott,,39.8
james silas,,21120.8
james singleton,,4538.6
james southerland,,68.0
james thomas,,600.4
james webb iii,,129.7
james white,,650.5999999999999
james wilkes,,1647.0
james wiseman,,3924.8
james worthy,3731599.0,31037.4
james young,,907.5
jameson curry,,1.0
jamie feick,,6071.4
jamie waller,,99.7
jamie watson,,1715.0
jamil wilson,,289.7
jamir watkins,,1082.8
jamison battle,,1681.4
jamison brewer,,521.8
jamorko pickett,,189.0
jamychal green,,13130.7
jan van breda kolff,,16460.6
jan veselý,,3452.4
jannero pargo,,9000.6
jaquori mclaughlin,,15.0
jarace walker,,3666.8
jared butler,,3303.5
jared cunningham,,1235.4
jared dudley,,22301.3
jared harper,,83.4
jared jeffries,,16729.5
jared mccain,1520782.0,3072.6000000000004
jared reiner,,421.3
jared rhoden,,957.6
jared sullinger,,6818.9
jared terrell,75260.0,124.5
jarell eddie,177306.0,264.2
jarell martin,,3112.5
jaren jackson,,7653.8
jaren jackson jr.,,15091.4
jarnell stokes,,204.8
jaron blossomgame,310483.0,466.1
jarred vanderbilt,,9719.6
jarrell brantley,,314.7
jarrett allen,,20190.4
jarrett culver,,2622.2
jarrett durham,,2.0
jarrett jack,,26858.3
jarrod uthoff,,244.3
jarron collins,,9305.8
jarron cumberland,85853.0,15.0
jarvis hayes,,10333.9
jarvis varnado,,869.2
jase richardson,,641.9
jason caffey,370293.0,11022.4
jason collier,,2329.1
jason collins,,17389.3
jason hart,,6936.6
jason kapono,,9585.9
jason kidd,11256503.0,56734.8
jason lawson,,97.6
jason maxiell,,12015.7
jason miskiri,,4.0
jason preston,,216.1
jason richardson,,35475.1
jason sasser,,198.8
jason smith,,10867.0
jason terry,,43583.4
jason thompson,,15948.2
jason williams,,24349.8
jasper wilson,,885.4
javale mcgee,,18240.9
javaris crittenton,,3930.0
javin delaurier,,4.0
javon freeman-liberty,,424.9
javon small,,873.5
javonte cooke,,112.5
javonte green,,8080.2
javonte smart,,435.3
jawad williams,,1242.7
jawann oldham,,5624.6
jawun evans,,970.6
jaxson hayes,,7690.700000000001
jay arnette,,1291.1
jay carty,,219.9
jay edwards,5470.0,30.0
jay guidinger,25184.0,410.1
jay huff,,2816.7
jay humphries,,26005.6
jay miller,,2158.4
jay murphy,,501.8
jay scrubb,,258.7
jay taylor,,130.9
jay vincent,,17336.2
jay williams,34147.0,2036.8
jaylen adams,,486.7
jaylen brown,7979296.0,21643.6
jaylen clark,,1521.4
jaylen hoard,,703.4
jaylen martin,,509.4
jaylen morris,,155.7
jaylen nowell,,3955.5
jaylen sims,,118.0
jaylen wells,,4016.5
jaylin williams,911307.0,4117.2
jaylon tyson,,2348.6
jaysean paige,,7.9
jayson kent,,27.1
jayson tatum,,21405.3
jayson williams,,10297.9
jazian gortman,,72.8
jd davison,,480.6
jeff adrien,202715.0,3322.2
jeff ayres,,2565.3
jeff congdon,,9322.1
jeff cook,,13416.9
jeff cross,,148.6
jeff dowtin jr.,,0.0
jeff foote,,42.8
jeff foster,13205.0,16567.8
jeff grayer,,8761.6
jeff green,,43131.9
jeff halliburton,21031.0,2011.2
jeff hornacek,2058467.0,38101.3
jeff judkins,,3700.1
jeff lamp,,5165.0
jeff lebo,,36.0
jeff malone,380270.0,33805.1
jeff martin,,2829.4
jeff mcinnis,213211.0,18966.4
jeff mullins,,25442.4
jeff nordgaard,,61.0
jeff ruland,,11465.9
jeff sanders,,516.2
jeff sheppard,,203.3
jeff slade,3305.0,23.0
jeff taylor,,3571.5
jeff teague,,25589.0
jeff trepagnier,,300.7
jeff turner,,11857.7
jeff webb,,897.1
jeff webster,,69.0
jeff wilkins,,11662.1
jeff withey,,2287.1
jelani mccoy,,4088.4
jemerrio jones,127622.0,166.4
jerald honeycutt,,804.0
jerami grant,,24188.5
jerel mcneal,,41.8
jeremiah fears,,2194.2
jeremiah martin,,192.1
jeremiah robinson-earl,,4442.3
jeremy evans,,2886.0
jeremy lamb,1259721.0,13496.1
jeremy lin,,14239.6
jeremy pargo,,1901.1
jeremy richardson,,473.9
jeremy sochan,,6230.7
jeremy tyler,,1225.7
jerian grant,,5285.9
jericho sims,,4855.8
jermaine jackson,,2091.4
jermaine o'neal,,30554.7
jermaine samuels,,74.2
jermaine taylor,,1367.6999999999998
jermareo davidson,,484.6
jerome allen,,2441.0
jerome anderson,,339.3
jerome beasley,,7.0
jerome dyson,,189.0
jerome harmon,,168.0
jerome henderson,,45.8
jerome james,165455.0,5128.3
jerome jordan,,557.9
jerome kersey,,29356.9
jerome lane,,3624.7
jerome robinson,,2860.4
jerome whitehead,,14535.5
jerome williams,,16342.8
jerrelle benimon,,5.0
jerrod mustaf,,2081.8
jerry baskerville,12155.0,125.9
jerry bird,,56.0
jerry chambers,,5480.5
jerry dover,,17.0
jerry eaves,,2854.8
jerry fleishman,,1151.8
jerry fowler,13320.0,46.9
jerry greenspan,9638.0,354.40000000000003
jerry grote,,44.1
jerry harkness,132025.0,1661.4
jerry kelly,,48.4
jerry lucas,,35554.7
jerry mckee,,4.0
jerry nagel,,13.9
jerry paulson,,74.0
jerry pender,,78.7
jerry pettway,,1921.0
jerry reynolds,,8837.9
jerry rook,12989.0,183.3
jerry rullo,,97.0
jerry sichting,,14631.0
jerry sloan,2699959.0,26558.7
jerry smith,,51.0
jerry stackhouse,2825093.0,33892.1
jerry west,,37667.2
jerryd bayless,,16421.2
jeryl sasser,,1143.6
jesse arnelle,,440.0
jesse branson,,1994.8
jesse dark,,448.1
jesse edwards,,7.0
jett howard,,1596.8
jevon carter,,9514.7
jim ard,,6340.3
jim baechtold,,8591.8
jim barnes,97273.0,14463.7
jim barnett,,20028.1
jim bostic,,52.1
jim bradley,1174.0,2015.4
jim brasco,,535.6
jim brewer,,18369.5
jim brogan,,1615.6
jim browne,,35.1
jim burns,,439.0
jim caldwell,,5143.9
jim chones,,24504.6
jim cleamons,,19552.6
jim creighton,,203.6
jim davis,,11703.0
jim eakins,,22037.8
jim farmer,,2072.8
jim fox,,23459.4
jim fritsche,,2741.7
jim garvin,,17.0
jim grandholm,,194.4
jim hadnot,,3087.2
jim hayes,,541.6
jim holstein,,3703.5
jim jackson,,40388.5
jim jarvis,,2828.1000000000004
jim johnstone,,427.4
jim king,,12237.1
jim kissane,,17.0
jim krebs,,11188.4
jim lampley,,17.0
jim les,,4651.7
jim loscutoff,,9945.6
jim luisi,,398.0
jim marsh,743.0,413.7
jim mcdaniels,,5521.5
jim mcelroy,,12207.5
jim mcilvaine,,6337.3
jim mcmillian,,20911.7
jim mooney,,547.2
jim neal,,1173.1
jim nolan,,4.8
jim o'brien,,723.9000000000001
jim owens,72602.0,591.4
jim palmer,,5552.4
jim paxson,,26265.0
jim petersen,,10305.0
jim phelan,,36.9
jim pollard,,9863.9
jim price,,19201.5
jim ray,,71.8
jim reid,,58.1
jim riffey,,35.2
jim rowinski,,174.2
jim seminoff,,247.9
jim slaughter,,552.9
jim smith,69048.0,952.5
jim spanarkel,,5565.1
jim springer,,2.0
jim spruill,,1.0
jim thomas,,3527.6000000000004
jim tucker,,1401.3
jim walsh,,81.8
jim ware,,507.0
jim washington,,28193.6
jim zoet,,36.8
jimmer fredette,,4048.8
jimmie baker,,44.7
jimmy butler,,35134.9
jimmy carruth,,25.0
jimmy collins,,686.5
jimmy conner,0.0,264.4
jimmy darden,,25.8
jimmy darrow,6841.0,38.9
jimmy dawson,1841.0,308.7
jimmy foster,,1244.2
jimmy jones,,24232.1
jimmy king,,953.4
jimmy o'brien,,9711.8
jimmy oliver,,933.7
jimmy rayl,,2865.7
jimmy walker,,27370.5
jimmy wilson,,0.0
jiří welsch,118575.0,6238.4
jj redick,,28213.7
jo jo english,,626.5
jo jo white,,33253.2
joakim noah,,19400.8
joan beringer,139097.0,355.7
joby wright,,1697.7
jock landale,,6218.3
jodie meeks,784602.0,13457.3
joe alexander,,812.1
joe arlauckas,,93.8
joe barry carroll,,27466.5
joe binion,16703.0,62.1
joe bradley,,45.7
joe bryant,4858638.0,13463.1
joe buckhalter,,806.1
joe caldwell,,28022.7
joe chealey,,45.8
joe colone,8791.0,15.1
joe cooke,,797.6
joe cooper,,766.3
joe courtney,,1466.6
joe crawford,,25.0
joe crispin,92542.0,355.3
joe depre,,2403.1000000000004
joe dolhon,,80.1
joe dumars,,36268.5
joe ellis,369866.0,10902.8
joe fabel,,29.8
joe fulks,,5008.3
joe graboski,,24041.1
joe hamilton,,11492.5
joe hamood,,1915.3
joe harris,,12829.2
joe hassett,,4698.2
joe holland,,925.0
joe holup,,4515.5
joe hutton,,845.1
joe ingles,,18443.5
joe johnson,61556.0,51666.7
joe kennedy,,2873.2
joe kleine,,18082.2
joe kopicki,,1309.0
joe mcnamee,,1563.9
joe meriweather,,17277.9
joe mullaney,,36.4
joe pace,,637.0
joe reaves,,228.7
joe roberts,,3692.3
joe ruklick,,1022.9
joe smith,,35165.3
joe smyth,5277.0,1070.2
joe stephens,,248.9
joe strawder,,6606.9
joe thomas,,242.4
joe wieskamp,,292.8
joe wolf,,11542.8
joe young,11668.0,1203.7
joel anthony,657743.0,7781.0
joel ayayi,,27.0
joel bolomboy,,109.4
joel embiid,,16201.2
joel freeland,,1974.6
joel kramer,,4521.8
joel przybilla,,13267.4
joey dorsey,,1741.6
joey graham,,6499.4
joffrey lauvergne,,4087.6
johan petro,,8343.6
john abramovic,26045.0,62.7
john amaechi,1066349.0,5101.3
john arthurs,,97.0
john bagley,2879.0,17806.1
john barber,,24.0
john barnhill,,17591.4
john barr,,63.0
john battle,,11539.9
john beasley,9028.0,15447.9
john block,,18061.7
john brisker,,10306.6
john brown,,11026.4
john butler,,239.8
john celestand,,200.6
john chaney,,31.8
john clawson,,1138.3
john coker,12742.0,165.9
john collins,,16205.6
john comeaux,,212.4
john coughran,,183.4
john crotty,,6695.3
john dickson,,121.0
john douglas,,1110.4
john drew,,22654.7
john duren,,3144.8
john edwards,,499.6
john fairchild,,3312.4
john garris,,301.1
john gianelli,,16210.2
john greig,,35.1
john hargis,,127.8
john havlicek,3181901.0,47884.2
john hazen,867.0,6.2
john henson,,9862.7
john holland,,199.6
john hummer,,8925.599999999999
john janisch,,86.0
john jenkins,,3239.3
john johnson,,30270.7
john konchar,,7946.1
john kuester,92645.0,1664.0
john lambert,,7371.6
john laskowski,44943.0,2252.2
john logan,,286.0
john long,,24595.5
john lucas,40599.0,26558.9
john lucas iii,,3173.0
john mahnken,,1940.6
john mandic,,108.7
john mcconathy,,116.5
john mccullough,,31.2
john mengelt,,15184.2
john mills,,48.4
john morrison,,84.9
john morton,,2301.9
john murphy,,40.6
john o'boyle,,102.0
john oldham,,131.3
john olive,,238.3
john paxson,,18068.3
john pilch,,49.9
john pinone,,72.1
john postley,,7.0
john poulakidas,,266.5
john pritchard,10213.0,6.8
john rennicke,,59.8
john richter,,874.4
john roche,,16927.6
john rudd,,781.3
john rudometkin,,2174.9
john salley,,18039.4
john salmons,,32373.2
john schweitz,,138.3
john shasky,,1643.0
john shumate,,16417.5
john smith,,4769.2
john starks,,25674.1
john stockton,7617639.0,49582.0
john stroeder,,365.6
john stroud,,96.8
john thomas,,3194.7
john thompson,,847.0999999999999
john tonje,,48.1
john trapp,,6479.7
john tresvant,,22202.9
john tschogl,,1328.3
john turner,,386.4
john vallely,,1310.8
john wall,,23303.6
john wallace,,6529.2
john warren,,5238.099999999999
john wetzel,4513.0,5078.4
john williams,,11415.6
john williamson,24843.0,22881.6
john windsor,,79.1
johnathan motley,,419.9
johnathan williams,292860.0,592.3
johni broome,,65.6
johnny austin,,798.8
johnny bach,,34.8
johnny baum,,4927.400000000001
johnny cox,,1758.5
johnny davis,,24465.7
johnny dawkins,,15426.2
johnny egan,,20189.0
johnny ezersky,,248.7
johnny furphy,,1107.7
johnny green,,28988.1
johnny high,,4817.2
johnny horan,,223.7
johnny jones,,1003.5
johnny jorgensen,,55.3
johnny juzang,,2086.3
johnny macknowski,,119.7
johnny mathis,,707.3
johnny mccarthy,,9148.7
johnny moore,,14060.2
johnny neumann,,16743.1
johnny newman,,31429.1
johnny norlander,,237.5
johnny o'bryant,,1920.7
johnny orr,,67.8
johnny payak,,1646.3
johnny rogers,,704.9000000000001
johnny simmons,,61.7
johnny taylor,,959.6
jon barry,,16331.0
jon brockman,,1722.9
jon koncak,,17225.5
jon leuer,,6552.2
jon mcglocklin,,21769.8
jon sundvold,,9321.0
jon teske,166929.0,11.0
jonah bolden,,792.5
jonas jerebko,,13296.0
jonas valančiūnas,3054965.0,28292.3
jonathan bender,,4112.3
jonathan gibson,,292.1
jonathan isaac,,6508.3
jonathan kerner,,6.0
jonathan kuminga,,7677.3
jonathan mogbo,,1640.6
jonathon simmons,,6680.4
jonny flynn,,4342.799999999999
jontay porter,,451.9
jordan adams,,295.6
jordan bell,,2477.3
jordan bone,,272.9
jordan clarkson,,26711.6
jordan crawford,,11924.4
jordan farmar,,10361.4
jordan ford,,28.1
jordan goodwin,,5626.5
jordan hall,52687.0,91.8
jordan hamilton,226766.0,3336.3
jordan hawkins,438446.0,3345.2
jordan hill,24240.0,9381.0
jordan loyd,,67.2
jordan mclaughlin,,5035.2
jordan mcrae,,2859.9
jordan mickey,,546.1
jordan miller,,1882.7
jordan nwora,,5583.3
jordan poole,,12745.8
jordan schakel,,41.8
jordan sibert,,5.0
jordan walsh,429205.0,1831.9
jordan williams,,679.3
jorge garbajosa,,2061.2
jorge gutiérrez,,724.9
jose alvarado,,7657.099999999999
jose slaughter,,577.6
joseph forte,,149.4
josh akognon,,12.0
josh boone,,4747.0
josh childress,,10856.1
josh christopher,,2340.1
josh davis,3087.0,588.9
josh giddey,,10286.1
josh grant,,435.5
josh gray,,115.6
josh green,,7681.900000000001
josh hall,10143.0,355.3
josh harrellson,,965.5
josh hart,,23162.8
josh howard,,16858.6
josh huestis,,1144.3
josh jackson,,7884.6
josh magette,,280.3
josh mcroberts,,10283.4
josh minott,,2330.9
josh oduro,,85.1
josh okogie,,10481.9
josh powell,,4670.6
josh reaves,,31.9
josh richardson,,19668.6
josh selby,,332.70000000000005
josh smith,,33294.0
joshua primo,,1122.9
josé calderón,,27437.4
josé ortiz,,454.6
joão vianna,,10.0
jrue holiday,,36919.8
jt thor,,2714.8
juan carlos navarro,,2200.2
juan dixon,,11680.8
juan toscano-anderson,,4086.5
juancho hernangómez,,6984.6
juaquin hawkins,32855.0,743.3
jud buechler,,10254.1
jules bernard,,168.1
julian champagnie,,6591.4
julian hammond,,8392.9
julian phillips,,2519.1
julian reese,,415.0
julian strawther,,2963.2000000000003
julian washburn,,271.9
julian wright,,3285.1
julius erving,,46731.0
julius hodge,,195.0
julius keye,,14113.1
julius nwosu,,106.8
julius randle,,26213.1
julyan stone,,573.2
jumaine jones,,10268.3
junior bridgeman,,22159.3
junior burrough,,555.1
junior harrington,,3232.8
justin anderson,,5164.5
justin champagnie,,3500.9
justin dentmon,,199.6
justin edwards,,2242.3
justin hamilton,,2913.1
justin harper,,171.3
justin holiday,,22819.9
justin jackson,,7524.4
justin james,,614.0
justin minaya,,627.4
justin patton,,318.4
justin reed,,2639.5
justin robinson,,811.5
justin williams,,652.0999999999999
justin wright-foreman,,48.9
justise winslow,1860942.0,10080.0
justus thigpen,,180.7
jusuf nurkić,,18679.5
juwan howard,,44221.3
juwan morgan,,397.8
jérôme moïso,,1679.0
k.c. jones,,18215.8
k.j. mcdaniels,,4209.7
kadary richmond,,70.3
kadeem allen,,688.1
kai jones,,1701.6
kaiser gates,,7.8
kalin lucas,,14.0
kam jones,,652.4
kaniel dickens,,104.0
kannard johnson,14591.0,15.9
kareem abdul-jabbar,32694754.0,59365.2
kareem rush,,7317.900000000001
karim mané,,97.7
karl malone,13075479.0,56661.7
karl-anthony towns,,25147.2
karlo matković,,1811.9
kasib powell,,314.9
kasparas jakučionis,,1000.7
kawhi leonard,22828891.0,26333.0
kay felder,1011214.0,738.5
keaton wallace,,1122.0
kebu stewart,31539.0,125.2
kedrick brown,,3108.1
keegan murray,1130362.0,8644.7
keifer sykes,,596.8
keion brooks jr.,,346.3
keita bates-diop,,6364.6
keith appling,,31.8
keith askins,,8485.9
keith benson,,12.0
keith bogans,,18547.1
keith booth,,492.8
keith closs,,1778.9
keith edmonson,,1695.6999999999998
keith erickson,,19634.5
keith herron,,2747.2000000000003
keith jennings,,3129.2000000000003
keith langford,,12.0
keith lee,,3092.1
keith mccord,,11.0
keith mcleod,,4690.0
keith owens,,99.9
keith smart,,14.0
keith smith,,502.6
keith starr,,81.7
keith swagerty,,2559.3
keith tower,35917.0,468.6
keith van horn,,22765.1
kel'el ware,,3279.8
kelan martin,,1843.1
keldon johnson,,12989.5
kelenna azubuike,,5244.0
keljin blevins,,470.5
kelly mccarty,,6.0
kelly olynyk,,24116.6
kelly oubre jr.,,22056.0
kelly tripucka,474196.0,21721.5
kelvin cato,,11551.3
kelvin ransey,,12081.3
kelvin upshaw,,2716.0
kemba walker,,25649.8
ken austin,,35.0
ken bannister,,4117.1
ken boyd,,31.2
ken charles,,7970.8
ken corley,,3.0
ken durrett,,1818.0
ken gardner,,60.1
ken green,,79.3
ken johnson,,1051.0
ken keller,,56.8
ken mayfield,4118.0,76.6
ken mcbride,,260.6
ken menke,,6.0
ken murray,,4029.0
ken norman,,19670.0
ken rohloff,,9.0
ken smith,4771.0,183.1
ken spain,,123.0
ken wilburn,7825.0,1071.3
kendall brown,,124.1
kendall gill,,32245.5
kendall marshall,,3242.8
kendall rhine,5512.0,2794.8
kendrick nunn,,5808.0
kendrick perkins,,19959.3
kennard winchester,,1251.3000000000002
kennedy chandler,,683.2
kenneth faried,,13020.4
kenneth lofton jr.,,641.3
kenny anderson,,33141.9
kenny battle,174519.0,3044.3
kenny carr,,21800.9
kenny dennard,,1340.6999999999998
kenny fields,,3811.4
kenny gattison,,10437.0
kenny green,,1177.2
kenny higgs,,4655.1
kenny mcintosh,135143.0,5070.2
kenny natt,,473.3
kenny payne,,1310.0
kenny rollins,,598.2
kenny sailors,,400.3
kenny satterfield,,1674.9
kenny sears,,16729.5
kenny smith,6347743.0,26324.5
kenny thomas,,22266.1
kenny walker,,9516.3
kenny williams,,3186.8
kenrich williams,,9099.5
kent bazemore,,16952.5
kent benson,,18409.3
kentavious caldwell-pope,,29143.2
kenton edelin,,153.0
kenyon martin,,23951.5
keon clark,198941.0,10149.8
keon ellis,293157.0,6265.9
keon johnson,,3990.8
kermit washington,,15046.4
kerry kittles,,17499.1
keshad johnson,,427.1
keshon gilbert,,155.9
kessler edwards,,2856.3
kevin brooks,,1155.9
kevin burleson,,378.4
kevin duckworth,,19103.2
kevin durant,,47286.4
kevin edwards,,16477.9
kevin gamble,126110.0,16590.1
kevin garnett,12582314.0,53170.1
kevin grevey,,15947.3
kevin henderson,,463.1
kevin hervey,119562.0,61.9
kevin huerter,1580969.0,19062.9
kevin johnson,,27928.7
kevin jones,,366.0
kevin joyce,,5869.2
kevin knox,,7190.9
kevin kunnert,59046.0,13449.2
kevin loder,,2392.8
kevin loughery,176258.0,26367.9
kevin love,,30545.0
kevin lynch,,1237.7
kevin martin,,25185.0
kevin mccullar jr.,,209.2
kevin mchale,103480.0,31236.4
kevin mckenna,,3706.8
kevin murphy,,68.5
kevin o'shea,,4337.0
kevin ollie,,16303.4
kevin pangos,,189.9
kevin porter,,22712.0
kevin porter jr.,,10551.2
kevin pritchard,,1431.9
kevin restani,21364.0,11811.2
kevin salvadori,,279.5
kevin stacom,,5785.8
kevin séraphin,,6855.2
kevin thompson,,71.9
kevin williams,16231.0,3805.2
kevin willis,,46448.5
kevinn pinkney,,106.2
kevon harris,,499.4
kevon looney,,11281.4
keyon dooling,,14880.3
keyontae johnson,,74.8
keyonte george,,6117.9
khalid el-amin,,986.5
khalid reeves,,8504.4
khaman maluach,,457.6
khem birch,,6721.7
khris middleton,,28559.1
khyri thomas,,448.4
kiki vandeweghe,619859.0,26405.3
killian hayes,1458336.0,6282.6
killian tillie,,697.6
kim anderson,,244.2
kim english,,448.0
kim hughes,,8865.7
kira lewis jr.,,2169.5
kirk haston,,160.0
kirk hinrich,,30869.7
kirk penney,,35.7
kirk snyder,100176.0,4554.4
kiwane lemorris garris,,278.5
kj martin,,8758.3
kj simpson,,1430.1999999999998
klay thompson,,30315.0
kleggie hermsen,,537.5
kobe brown,185206.0,2801.1
kobe bryant,81013111.0,50235.7
kobe bufkin,,481.4
kobe sanders,,1420.1
kobi simmons,,781.1
koby brea,,96.2
kon knueppel,,2643.1
korleone young,,18.1
kornél dávid,,2438.4
kosta koufos,782499.0,12471.0
kosta perović,,45.0
kostas antetokounmpo,4872705.0,108.7
kostas papanikolaou,,1158.2
kris dunn,,12234.6
kris humphries,,17244.5
kris joseph,,127.6
kris murray,,3911.9
kristaps porziņģis,,19121.4
kurk lee,,312.6
kurt nimphius,44766.0,15486.7
kurt rambis,1724996.0,20104.6
kurt thomas,,30001.9
kwame brown,,14766.9
ky bowman,,1059.3
kyle alexander,,15.0
kyle anderson,19956.0,18955.5
kyle collinsworth,,512.4
kyle filipowski,,3478.4
kyle guy,,483.7
kyle korver,,37552.7
kyle kuzma,,21287.9
kyle lowry,,41654.8
kyle macy,,14842.6
kyle o'quinn,,7209.0
kyle singler,,9984.2
kyle weaver,,1453.8000000000002
kyle wiltjer,,58.0
kylor kelley,,274.4
kyrie irving,,30104.7
kyrylo fesenko,,1241.7
kyshawn george,,3309.1000000000004
kz okpala,361411.0,1063.2
labradford smith,,4258.099999999999
lachlan olbrich,,381.4
lamar green,,7721.400000000001
lamar odom,,33200.5
lamar patterson,,474.7
lamar stevens,,4169.900000000001
lamarcus aldridge,4592164.0,38168.5
lamelo ball,,9727.2
lamond murray,,19236.9
lamont strothers,,167.3
lanard copeland,,190.4
lancaster gordon,,2777.0
lance allred,,13.0
lance blanks,,1187.4
lance stephenson,,15936.5
lance thomas,,9273.4
landry fields,1098904.0,6278.2
landry shamet,,11909.8
langston galloway,,11991.6
laphonso ellis,,18277.5
lari ketner,,317.5
laron profit,,1672.7
larry bergh,,275.1
larry bird,,35563.3
larry brown,,13118.3
larry bunce,,4066.7
larry cannon,,7576.9
larry comley,,100.7
larry conley,,19.0
larry costello,,21966.7
larry demic,,3396.5
larry drew,,19113.3
larry drew ii,,389.8
larry finch,,3169.8
larry fogle,,16.0
larry foust,87345.0,24826.9
larry friend,,612.6
larry hennessy,,1283.7
larry hughes,,30333.3
larry johnson,75239.0,26525.6
larry jones,,21349.1
larry kenon,,26151.2
larry krystkowiak,,9531.2
larry mcneill,,6649.2
larry micheaux,,1620.0
larry mikan,106309.0,588.2
larry miller,,19615.2
larry moffett,,129.8
larry moore,,89.8
larry nance,,34231.2
larry nance jr.,,16245.6
larry owens,,392.7000000000001
larry robinson,,2420.2
larry sanders,,4884.6
larry siegfried,,14804.2
larry smith,,23810.6
larry spriggs,,2374.3
larry staverman,,4387.5
larry steele,,15422.0
larry stewart,8930.0,5695.0
larry sykes,,3.0
larry wright,,7189.0
lars hansen,,220.7
larue martin,,4066.6
lasalle thompson,82307.0,24835.9
latrell sprewell,,36260.3
lauri markkanen,,15941.8
